,rho,beta0,beta1,beta2,phi,sigma,Ifit,IUQ,nRuns,region
1-30,0.959949611518355,267.9929434956671,-0.6883088634554716,2.049971072842504,0.005429541322088396,0.7395511733209611,1.270705444369129,0.9964532053557875,1,ESB
1-31,0.009999999999999995,266.96012414472165,3.701379680046361,-2.5184195478620133,0.11814265101765992,0.6045657034876558,1.1555683387418794,1.0928332641766036,1,RFE
1-32,0.009999999999999995,287.332159572442,1.7780794770334647,-0.8423376944279903,-0.0081937247105524,0.43079895043841915,1.074270253182852,0.9826997527357904,1,WCA
1-33,0.009999999999999995,277.94004714627346,1.080006270532609,-0.08286763714090051,-0.03532032561805957,0.5429165702900824,1.0555710838751158,1.033996662772991,1,ECA
1-34,0.009999999999999995,267.7041659483415,2.3293105282210407,-1.269033335409772,0.006920471733888989,0.5304584892892019,1.174008087859595,1.0302694869576572,1,TIB
1-35,0.9100329571628859,287.06441399216834,0.034863855446909175,0.7843459830112073,0.06288606409529794,0.2668580783420617,1.1416772211821795,0.9941649450694472,1,EAS
1-36,0.8038794966045131,297.48458547855273,-0.3111578975989867,1.2637938196344918,0.09433360789464422,0.48022141514450906,1.1211339526297737,0.9358449070398749,1,ARP
1-37,0.9855531418055462,296.55745263250674,0.3606482802624371,0.6792863065524415,0.20167289768649954,0.2902149148827989,1.1160947555255212,0.9099102777472275,1,SAS
1-38,0.8991215538111188,299.0927908127819,0.10288240699992865,0.4789985325734849,-0.06407131912657471,0.2920339293735004,1.0797211123174704,1.0884183046977483,1,SEA
1-39,0.12954757701224626,298.82013715389877,0.7903442648390868,-0.20340823317737294,0.002796959235254194,0.33566038462660974,1.108891194556885,1.1320748353886287,1,NAU
1-40,0.8879651713035989,295.9041415001116,-0.9273303333906063,1.873877852624737,0.12947501958511143,0.6775878071425416,1.1149951876101534,0.9887408655186284,1,CAU
1-41,0.8820382949040544,292.8471881475055,-1.6004888617121071,2.4238041595294884,0.12911222498403452,0.5377106346247574,1.1552343035995802,0.9354078507896343,1,EAU
1-42,0.99,288.00529762727695,-0.02271666586736268,1.4539480225382746,0.2534045349431938,0.2335296232660537,1.1474044633353802,1.012578138018344,1,SAU
1-43,0.009999999999999995,287.22963591921774,-1.2150396961737577,1.8130781413878887,0.49584742716094315,0.20647912022019477,1.2006988531436409,1.053415079758349,1,NZ
1-44,0.9112552869433086,237.61693261494645,-1.191747707155314,2.3149562083827973,0.08632865409229316,0.4090370445402299,1.1269506973331727,1.037108496551283,1,EAN
1-45,0.9347088246515306,250.29487063977396,-0.9661050533030613,2.1338379544186976,0.3143104265820182,0.6191891855664342,1.0924935591645628,0.9551940468236236,1,WAN
1-46,0.5159937525414335,254.13212108913,0.6074492145201764,1.728948669800371,0.44355795422458844,0.7022437250954447,1.1615371535634045,0.9481666832164231,1,ARO
1-47,0.009999999999999995,292.8277984762437,0.8265689255180583,-0.25366122228719784,0.22966055826411513,0.14570803809362434,1.1228507552155278,1.032868741928399,1,NPO
1-48,0.7645483790637683,299.36665554199385,-0.5582038471615077,1.106485646467441,0.11682813992377755,0.527515549671679,1.060296637528485,0.9941848606159663,1,EPO
1-49,0.9085329610444163,291.98726041107574,-0.3451051351830829,0.830566720187739,0.37945905715081446,0.0650847851806787,1.3198164837142192,0.8830801658962893,1,SPO
1-50,0.840756444006239,292.717718953871,-0.029359927803325105,0.44710837297933104,0.17729041163569206,0.14197668583462988,1.1499647583514687,0.9219571313336238,1,NAO
1-51,0.010000088750276664,298.64718862313845,-0.07389768963259989,0.5927428142610435,0.18291538529491477,0.20250666230543382,1.1334666341740172,1.0659173665584583,1,EAO
1-52,0.010008692089965136,291.3776928180315,0.4544932374893451,-0.0002267037600115883,0.5004791920651912,0.10301516826741051,1.337495929908604,0.9945232569355229,1,SAO
1-53,0.010000006722631691,298.92769468061636,-0.9410348316162905,1.5030444869224084,0.017019478451214272,0.2888883340703054,1.08302487821113,0.9889415209554688,1,ARS
1-54,0.009999999999999995,299.72333015632665,0.2855191975825902,0.24599535613382137,0.06708306129272629,0.24854064656805366,1.0848832967922895,0.9930192701524452,1,BOB
1-55,0.7893035479686845,300.1573996358894,-0.3006973093585737,0.8534867949777248,-0.15598859647834273,0.24570584946115542,1.075931244060903,1.0046579435833018,1,EIO
1-56,0.99,295.04734354783227,0.1391355591133442,0.7421585667821055,0.21217199776517442,0.1362021504235539,1.1091888800220215,0.8822999816181434,1,SIO
1-57,0.9639819337032369,276.47544181926617,-0.04688177171506156,0.7547960834464968,0.5086420422282891,0.07972084727134496,1.1240855394498113,0.8397515624274365,1,SOO
2-0,0.009999999999999995,257.592723077026,0.6256283508165339,0.500285803903934,0.37879506176384675,0.6125900248860106,1.1052293446465957,1.0232546651658863,2,GIC
2-1,0.009999999999999995,266.5256983568231,0.20820504742217846,1.0690332441031205,0.2597158541065601,0.6759333332624834,1.0569076680280896,0.8288761153362931,2,NWN
2-2,0.009999999999999995,262.08042107248446,1.4791665024333311,-0.06739479004139937,0.09713405050957412,0.6095904077067048,1.0590695939465673,0.9807297396757286,2,NEN
2-3,0.010000016269873596,280.83190792708876,1.0306708442677912,-0.11234194726644195,-0.08279520759267242,0.5335763187317291,1.0478918305444385,0.9532371959365165,2,WNA
2-4,0.009999999999999995,284.46755706359124,0.04073992579876759,0.8623292901427877,-0.008586847255048453,0.6230718179339583,1.062650977047856,0.9777022022070654,2,CNA
2-5,0.33036138029754675,285.57046173495155,-0.25735852555562905,1.0637307923350614,-0.027063751765302776,0.35692437217924927,1.0676905044708909,1.0075467083984542,2,ENA
2-6,0.9100993777663169,293.02563499573955,0.9148794187418554,-0.18870768274393665,0.07120889523210504,0.28405112305951985,1.1005450377616008,0.9233594473410042,2,NCA
2-7,0.8745942146336662,298.57533923543076,-0.05061561145124834,0.6788240364773961,0.06072141996989497,0.2551487987244579,1.0847641533828003,0.9637594141861141,2,SCA
2-8,0.7988579565958823,299.16463987405183,-0.1306522640358821,0.625107972696013,0.20901639710586967,0.2006328782966701,1.0978181783260423,1.0195863755465855,2,CAR
2-9,0.8993975641204078,293.7719541400265,-0.07966092558894752,0.8400808690555235,0.08665222999265726,0.36658232443477895,1.0625921432976349,1.0073251821332398,2,NWS
2-10,0.9253746335376718,296.73707455409306,-0.0412873268547644,0.9308060683533335,0.1270995506896808,0.36056721738911757,1.0698557662585824,1.049112160188386,2,NSA
2-11,0.8978186283498719,297.29206136438165,-0.1323960534057456,0.9057029185839542,0.16898586644222308,0.37566443034694985,1.089963130591575,1.027366776697547,2,NES
2-12,0.8551982691287743,294.595711404737,-0.09572916789887434,1.050962345514214,0.1086665043819365,0.4513532431474158,1.0725065965054121,0.9701645950524284,2,SAM
2-13,0.9462276323467657,287.36822074438066,-0.21095565128073113,0.9605386175897875,0.19526108362387645,0.28199947539249,1.062435550089144,0.9144600767389243,2,SWS
2-14,0.8248476574023607,291.3040337156108,-0.4158168670304696,1.1453176006100567,0.14668329701951172,0.2553740984836259,1.0939938677112662,0.8963376682400824,2,SES
2-15,0.9632407388430634,281.54150139469255,0.07068826807981662,0.521623719212453,0.07873227240713486,0.22397319080358424,1.050432293185348,0.9446454356354427,2,SSA
2-16,0.35614229075722315,279.1809227798693,0.15705881343299033,0.45074091878257705,0.250147559564539,0.41351999230467956,1.1130765370165683,0.96316408615338,2,NEU
2-17,0.009999999999999995,281.6444981903251,2.640008376631267,-1.8389250499440042,0.0999538212881979,0.5478549624948704,1.121446028194796,0.9950099818820161,2,WCE
2-18,0.009999999999999995,277.3244809102006,4.800266795657741,-3.8262626445633265,0.09789871973353066,0.8872745246313863,1.0934979929849735,1.0036915708843381,2,EEU
2-19,0.8512445423803368,289.79200773578816,0.3331980741058338,0.470018994019026,0.037832910455889115,0.25430084951629756,1.0768829643253395,0.970147388505277,2,MED
2-20,0.8828450683852527,296.52280835771546,0.3368623782474458,0.5934860034778243,0.08238136375790216,0.3619266478242802,1.086214800743756,1.0145190633868157,2,SAH
2-21,0.9104149409296096,298.02189292021717,0.14581539256378287,0.5825409729764262,0.1171339249521019,0.26364177216748713,1.091546880988858,0.9132008703285376,2,WAF
2-22,0.9353433196518135,295.37017359110433,0.10872751769136424,0.6558701379289982,0.11105356633207376,0.22722076014230908,1.0746361282588237,0.9449683861247922,2,CAF
2-23,0.009999999999999995,296.9927736855477,0.604791814184281,0.043239612217986334,0.2569789143577854,0.3059088751506878,1.0792127918047312,0.9766657547286854,2,NEAF
2-24,0.5686947564119695,295.4286282204299,0.1983946332663238,0.43808755572547065,0.10867152136800158,0.3624638081219278,1.0657789803138533,1.0016146033986042,2,SEAF
2-25,0.9367460914994239,293.02577889733914,0.12428420620848224,0.6217221515354232,0.18325611046945922,0.2669700391268198,1.0558903285402894,1.0801252373581782,2,WSAF
2-26,0.99,293.96986741155354,0.5489773914885863,0.4386033002813691,0.2682264681912632,0.35110539675353103,1.0859574807598316,1.103902253840221,2,ESAF
2-27,0.99,296.9900409394992,0.35363647365879225,0.4758800035583472,0.07387122033619559,0.2501119160717912,1.0954112342477305,0.9688211192744066,2,MDG
2-28,0.9125148379704515,258.13851555854626,-0.42081479485933,2.130266268006543,0.13687927917239132,0.8392048866989336,1.1507441979413313,0.9548063812803174,2,RAR
2-29,0.962550448556051,273.874313001617,-0.4529657821054093,1.9896718441358625,0.020106861748428274,0.9918972317765833,1.1309200078802828,0.9431842671769091,2,WSB
2-30,0.9708340943709135,267.52283865470844,-0.07702724008696046,1.4827747429150797,-0.008740558403644016,0.7839228691337878,1.1676515727644179,0.9922201149324076,2,ESB
2-31,0.009999999999999995,266.74003577291603,2.8987039028458472,-1.6636798705717526,0.1365670346775257,0.5813235407090372,1.0925195746786804,1.0559620392980895,2,RFE
2-32,0.009999999999999995,287.45550372356234,1.663318410209693,-0.7460240946068488,0.0025818910800959032,0.4303089489675818,1.0553560081703017,0.9570774217936905,2,WCA
2-33,0.009999999999999995,277.9819180138154,1.0365863332417553,-0.048390000619194164,-0.03138639953567662,0.5081580914464108,1.0612183130171418,0.9441880227208235,2,ECA
2-34,0.009999999999999995,267.97026295797957,1.6376477723647955,-0.6265369934435504,0.07861178856836687,0.5480837858470151,1.0840558348000062,1.0520895934555852,2,TIB
2-35,0.9159979691147373,287.03583893112125,0.27874991860581005,0.5086951584496648,0.05059620880169726,0.25418349632354936,1.1237082332361894,0.9239679450290704,2,EAS
2-36,0.868681449157047,297.54730288301295,-0.08383615736523486,1.03450429709408,0.16862096408655464,0.4789633106918267,1.0969012105049833,0.9155695794004263,2,ARP
2-37,0.9142107277478894,296.5927470289747,-0.13657830712534103,0.936865552475312,0.1459712690027286,0.3161747487646155,1.106468082390535,0.9332938405011272,2,SAS
2-38,0.8718961511559778,299.17207681171226,0.08359461848265567,0.46745937669045495,-0.04234081778187303,0.285331094967076,1.049214722358415,1.0548714824828709,2,SEA
2-39,0.48824455167067116,298.95067434374903,0.04014996953461458,0.5359503090877127,-0.003311176041177541,0.32134027097170365,1.057124214503501,1.1160244457653172,2,NAU
2-40,0.6546522324094957,295.5938247276849,-1.1945922750783415,2.0752500109836887,0.13912067614581164,0.664748049533594,1.1030747640293759,0.9426886492568072,2,CAU
2-41,0.8674210531620234,292.4937684663867,-0.9332362148199833,1.7367670535303157,0.17616170780415485,0.5606092361451153,1.1036697073709023,1.0088793908584104,2,EAU
2-42,0.99,287.8711320430131,0.11494216281849645,1.158076448037621,0.3122967949171387,0.2258874909294102,1.102665051448275,1.008969402147249,2,SAU
2-43,0.010000009993132032,287.18551772913906,-0.7232229966583611,1.3195552466164089,0.41450465121984137,0.20982838351854474,1.2065782770620608,1.0635173910308706,2,NZ
2-44,0.9066877085312922,237.3922362541247,-0.5185494413629825,1.573511796994955,0.03074734975709468,0.38051807190796455,1.0759812685076158,0.9865499788472929,2,EAN
2-45,0.9376399050539717,250.39388335449132,-0.5668584636903501,1.6685601884534058,0.24778699952708616,0.6123195467219524,1.0272173876248913,0.8842134560342482,2,WAN
2-46,0.4420315279232108,254.6003358871978,0.3644347671011423,1.883764845371568,0.33464438597102436,0.7047804731734894,1.1652164792084185,0.8750980295038103,2,ARO
2-47,0.8234018670151644,292.9253463465044,0.23838855195974504,0.34236223301304275,0.15784989595958238,0.13371201510325115,1.1116411676460711,0.9080042262016104,2,NPO
2-48,0.8584374841456287,299.3307671616135,-0.2028127232321279,0.7687961943333829,0.14474529883620277,0.5160759641036766,1.0585878132632494,0.9763083366080605,2,EPO
2-49,0.9429583341965831,291.99335843818835,-0.1278729865059939,0.6298450652575768,0.45783239760275746,0.06496080187051978,1.178890065223412,0.9061882972253421,2,SPO
2-50,0.8753741071810689,292.75343835527053,0.07654586856417976,0.3380230660045064,0.2997099744909301,0.14427760474798693,1.1102327752001593,0.9256564704795789,2,NAO
2-51,0.010000024999999996,298.687155557447,0.0914641372831522,0.4170874527861362,0.19745141892868284,0.20077962620265413,1.094202378120005,1.0178329186751687,2,EAO
2-52,0.9747988776918058,291.59466727324264,0.17081254406266505,0.392921955307575,0.2940318272033619,0.10014100381021908,1.0851905788385903,0.9039253738905169,2,SAO
2-53,0.8872943145570616,299.0188490872914,0.08165744458336385,0.49496579399135604,-0.01380708700983615,0.28594077362323844,1.0553205877325014,0.9865449468435273,2,ARS
2-54,0.9170355791635663,299.95119532447495,0.15604697692693426,0.3838812660900962,0.0974944366768775,0.2421872994991419,1.0495862602381612,1.0004330639675527,2,BOB
2-55,0.7862951933293457,300.10925173087213,-0.142152318487645,0.6948092367468599,-0.08685033245613043,0.24848618142217366,1.070506148613043,0.9612740343334113,2,EIO
2-56,0.99,295.0189492407645,0.20113178936228343,0.6002657668835312,0.3158056928666317,0.14807613243946632,1.0797642506471998,0.953371051369241,2,SIO
2-57,0.964974621198557,276.43493897643026,0.0849259670062234,0.5869166910338623,0.4449276369907558,0.08261931395192529,1.072989414885036,0.8183177158083093,2,SOO
3-0,0.009999999999999995,257.7554807197275,0.7298058208685335,0.3602991525870501,0.3389855367847781,0.6026217326572918,1.094991489502976,0.997640745012445,3,GIC
3-1,0.009999999999999995,266.51469375131387,0.009562372255577045,1.2643474496096399,0.22874974237335152,0.7253299431693361,1.0518581075599707,0.9142992067244111,3,NWN
3-2,0.182193228788406,262.13435842444073,0.7282216201008936,0.6827397527253335,0.0826985400754326,0.6235864095313454,1.054314153644634,0.986426360504359,3,NEN
3-3,0.7608766970662192,280.92174444661595,0.5185946057160805,0.4051769055612518,-0.08721048365601043,0.5245200351174863,1.0479346678405888,0.9596718646919875,3,WNA
3-4,0.009999999999999995,284.4275983600593,0.43337468681614305,0.47835438119531287,0.046135925828860044,0.6296980267755998,1.0680264951731382,1.0032029962304632,3,CNA
3-5,0.7540693660313013,285.5908157479842,0.05017270139923994,0.7680777121165986,-0.014446486076515332,0.3588838924114002,1.068303273901624,1.042898951831969,3,ENA
3-6,0.8385493736297744,293.17897498054805,0.40927601636449024,0.3380526955870855,0.0949439794762007,0.3075586130934724,1.0714855030291235,1.012388949570953,3,NCA
3-7,0.8835542220043561,298.519288352601,0.14986727340551068,0.46923006013370444,0.14781276691702888,0.2713493269515295,1.0690126771343582,1.0493415613383474,3,SCA
3-8,0.8026444537733451,299.12396230787056,0.07182923914856336,0.41671113177384583,0.25876637452246015,0.2115304066880141,1.0758301634840217,1.1125657839511494,3,CAR
3-9,0.8944838828121775,293.6588647940203,0.24130594265230199,0.49716905618718393,0.1280765860865122,0.39478166989782076,1.0544065849302853,1.0713878699059605,3,NWS
3-10,0.9269402075388422,296.6755532203658,0.15060100797796186,0.7173016153095831,0.17842352262058858,0.38641221965919403,1.0574133070191825,1.1351882686411232,3,NSA
3-11,0.9028183683307605,297.255262993898,0.09444276710228183,0.6621438821100483,0.2082285845681459,0.3824530913245871,1.0693766319650395,1.0386129828628754,3,NES
3-12,0.8557625207519965,294.5656446004798,0.19085110182761586,0.744455287724976,0.1308484384467664,0.47995123004078116,1.058539632510126,1.0901723090334297,3,SAM
3-13,0.9516465745554278,287.2570488352624,0.037408187388533985,0.6931372483438104,0.22154776940188853,0.3072408734276927,1.04855561488539,0.971303212198213,3,SWS
3-14,0.7906366338430599,291.2970679560777,-0.5243893714365823,1.2465729173821225,0.16594556994988605,0.26298055685156724,1.0960932521532418,0.9689611865932476,3,SES
3-15,0.9566100571244999,281.58229981684565,0.020603613729737322,0.558882415396654,0.05005168381541549,0.2367083914390787,1.0468857024072418,1.0104311534328987,3,SSA
3-16,0.99,278.9377308367601,0.8192350139974436,-0.4717938865250592,0.21429870598832132,0.41574526357796904,1.0741890040470807,0.9340461432746734,3,NEU
3-17,0.009999999999999995,281.5769042543675,1.534423891214222,-0.7101669989742989,0.05602569716468649,0.5653026665112145,1.0779739203316396,1.0164377915108256,3,WCE
3-18,0.009999999999999953,277.30589499422405,3.6732112195241604,-2.6778316375009372,0.07793456574508356,0.8812097037973138,1.076322989062138,1.0309667892750725,3,EEU
3-19,0.7766591857665612,289.77942498952865,0.11281565586874649,0.6923589003555121,0.06238933507956037,0.26379331474094947,1.0734971355387921,0.986121213722095,3,MED
3-20,0.8866201860404787,296.5421715727087,0.39327225729150334,0.5281058769645762,0.09968864877562703,0.3716945947404584,1.0749244709686854,0.9955991972300436,3,SAH
3-21,0.9101447860785117,297.960070424841,0.34319849532523033,0.3656226231581166,0.16632235252553396,0.2809528956404733,1.071269477108898,0.9744586495818185,3,WAF
3-22,0.9392450848123943,295.3085766933215,0.2572314622543218,0.49438190941452137,0.15346323254440525,0.23643943349457852,1.065315721451617,0.9961975205884306,3,CAF
3-23,0.009999999999999995,297.038307622485,0.6962193705527221,-0.05957563363276574,0.2731479295313815,0.3180443615554671,1.0636432295881213,1.040437222584522,3,NEAF
3-24,0.009999999999999995,295.40104132641153,0.27818606532117646,0.3544957734122887,0.16112976849148697,0.3831814072892664,1.0675485331937693,1.057864032843538,3,SEAF
3-25,0.935441764230677,292.94192522228997,0.24827284010589623,0.48722747939238126,0.19489683309830863,0.279847772314274,1.0548607534292918,1.1751788851915133,3,WSAF
3-26,0.99,293.84712784809454,0.6326704220151731,0.27197757001515904,0.28410769828764126,0.35731530370121645,1.074433155149468,1.1331163398750408,3,ESAF
3-27,0.9899999391982672,296.94675910107645,0.3807531934144695,0.41978087553916765,0.1152466342810783,0.26602482250208226,1.0846015340043484,1.0629200413659659,3,MDG
3-28,0.9196513373394573,257.7249909992201,0.5567826190648729,1.0914120855223741,0.12352657730090637,0.8394886085401503,1.0886387989930753,0.9736355438599807,3,RAR
3-29,0.009999999999999995,272.707319931255,1.2112277168247518,-0.028483376104069258,0.09966518349599934,0.9983871600933357,1.0566490490679405,1.0013645269721672,3,WSB
3-30,0.009999999999999995,266.6227992096896,0.08360809632724227,0.9851284499374054,0.020393338346224293,0.7888078941210261,1.0744594731093786,1.0083920853470207,3,ESB
3-31,0.009999999999999995,266.7646157018348,1.691690127723706,-0.44866235516130937,0.15295033896330737,0.5792288445699622,1.0746386878342646,1.0526409279531073,3,RFE
3-32,0.009999999999999995,287.44731637013155,1.2618038098121303,-0.33858693135682216,-0.045632905008899285,0.4380441618379074,1.0509486700738566,1.0359642013828612,3,WCA
3-33,0.009999999999999995,277.9500978600268,0.18854583633797226,0.8132953323739728,0.045763792375254804,0.5344548451514888,1.0562481845378155,0.9932037287685406,3,ECA
3-34,0.7350127223248843,268.1082121973553,0.6496317872117072,0.3566014278358645,0.0979247035734868,0.5533511273494398,1.0691540760316205,1.0511355804908107,3,TIB
3-35,0.920844633161714,286.9147141657999,0.4656275371525212,0.3199216741558955,0.08938278535814531,0.2644258077308574,1.0854514490996738,0.9411864493616456,3,EAS
3-36,0.8712778721787586,297.545146631134,0.15579676444589027,0.7641979895854935,0.1905267248732049,0.5175284145612628,1.0670141712544026,1.0187365529708452,3,ARP
3-37,0.905820487258908,296.4764565439846,0.04190307806106023,0.7408684245138799,0.21088940539177853,0.349983845070591,1.0942215920086649,1.0972617365129564,3,SAS
3-38,0.7422373472469412,299.09301473846534,0.008743330127941663,0.5390092931463428,0.013893303377656895,0.295197994800482,1.0483108541600845,1.1628330371496376,3,SEA
3-39,0.33373173558330904,298.9351967594709,-0.11776065018592342,0.6976358625531199,0.015124292508306115,0.3180748829379392,1.0657859284103115,1.1458053136034043,3,NAU
3-40,0.6679011871281595,295.50156706922536,-0.30909887946973474,1.1645842022295343,0.17790359034212452,0.7003556545399787,1.0660369343534901,1.0320786354453915,3,CAU
3-41,0.867487371434969,292.3428590726209,-0.389848311787206,1.1625023628174884,0.21413355481891738,0.5781997516944279,1.0639963252134355,1.0572391383140365,3,EAU
3-42,0.9796487194626861,287.8683655664127,0.10142410291999106,0.8070976141609529,0.2834409464219043,0.23615036651709786,1.0777223438553756,1.0318462645207995,3,SAU
3-43,0.02431478372032465,287.20222817943085,-0.6112138829697332,1.2090681155790637,0.43981810827077783,0.21305243852215874,1.1700278018407537,1.0505711988982904,3,NZ
3-44,0.905722821401657,237.29521390044908,-0.30389291300537574,1.3520639286340217,0.051955692084027665,0.3772457708754596,1.0958742109802662,0.9879794258430321,3,EAN
3-45,0.9576180929327244,250.30029237327383,-0.16186215350719457,1.3249680236553516,0.2651644741240457,0.644553291996107,1.0263131918391806,0.911654903895423,3,WAN
3-46,0.4990795887021965,254.48496577198944,1.681951900148185,0.5517000534767741,0.3971795930486194,0.7276415849386457,1.1493523283652898,0.9633462130635144,3,ARO
3-47,0.8428787250001295,292.9062494701548,0.20252230460997567,0.3864131329035741,0.2235583140869352,0.13943469061571254,1.1210270912029718,0.9787331963782455,3,NPO
3-48,0.832495345533215,299.19371087775454,0.26527003295366686,0.2785980653054993,0.17631439584016764,0.5573673940906804,1.0523911379507458,1.0732965920630078,3,EPO
3-49,0.9425322741765312,291.98486515995586,-0.08062463434871737,0.5697851241757524,0.45903771819805683,0.06813371781757882,1.0843119072622733,0.9333734318102513,3,SPO
3-50,0.8857697049969423,292.73392036177216,0.14341618626535413,0.269270004988962,0.27162552358861447,0.15048009883871782,1.1076883728724665,1.0372536852866607,3,NAO
3-51,0.009999999999999995,298.691634246778,0.09463362278818642,0.4135457290287275,0.1860477450162628,0.19563065059590895,1.0949389000186274,1.008062293396162,3,EAO
3-52,0.9512839283082419,291.6507460641595,0.07172688971235229,0.4321137985003632,0.3156915237785481,0.10466256455633868,1.032937514922179,0.9202839839981806,3,SAO
3-53,0.009999999999999995,298.85574303849353,-0.08119773596911391,0.6446652266002029,0.07710562962283639,0.3081556725527721,1.0638897322384238,1.0411856634127494,3,ARS
3-54,0.8708646989987371,299.9108504239647,0.055956485916947546,0.4833326124977768,0.1289354166612082,0.2508224532930974,1.0509462423377722,1.0729082222789021,3,BOB
3-55,0.7866521355854421,300.0786244597677,0.024651144422378996,0.5224668026096754,0.010906750530778369,0.26457512886339707,1.0585931552630754,1.0875587571791885,3,EIO
3-56,0.99,294.9872310766696,0.22765300906314812,0.5484806192468288,0.34059626741215193,0.15194632086532756,1.0793979330969339,1.0484659231010498,3,SIO
3-57,0.9533301603251655,276.4515835635851,0.042980464357804914,0.592704335622531,0.44867065913753096,0.08289602443600337,1.100248492463513,0.8660314617413183,3,SOO
4-0,0.99,257.57158348511666,1.3360390537265698,-0.5435992879180357,0.3464577207698605,0.590728402251205,1.072081094130274,0.9310973451349405,4,GIC
4-1,0.009999999999999995,266.44433137784404,0.4431831111395318,0.8402448495311976,0.2410705015695329,0.7377369351993432,1.0520810216338377,0.9216527851724172,4,NWN
4-2,0.8455982002770552,262.3410187761355,0.5377184603513661,0.8918050704735572,0.11032242097820663,0.6140567069774456,1.0479536568047654,0.9778672401247652,4,NEN
4-3,0.7326458136387325,280.87573848855686,0.4322658557082893,0.5020583244622965,-0.06249889984286736,0.5278920846529793,1.048492027104445,0.9798052722867209,4,WNA
4-4,0.010000005365238759,284.3869655832051,0.4792323123600081,0.4340728857757853,0.06311630253482357,0.6380636906591662,1.0562732030465014,1.059881155627163,4,CNA
4-5,0.6916929035861155,285.5976573301966,0.01810977443198726,0.7941575712020765,-0.011182797721392588,0.3508622377250237,1.0646148138525002,0.9982960942574022,4,ENA
4-6,0.8346115115553872,293.1412266858376,0.5210708868951682,0.2216822465017353,0.11371971259693142,0.30999027347329283,1.0696973295967966,1.0278125026059013,4,NCA
4-7,0.8371243691314841,298.50260134952936,0.13809825970237682,0.4695203502696678,0.18900807952245427,0.2659467341566205,1.0642013204055405,1.0526868754663918,4,SCA
4-8,0.009999999999999995,299.0740993489747,0.20708198565364777,0.2669745299086672,0.31002195699813445,0.20945247873534908,1.0755710753018926,1.117487143164386,4,CAR
4-9,0.009999999999999995,293.52768713655644,0.7417376037401332,-0.038444161448651475,0.19189187753531306,0.3969380353482736,1.0711976352173371,1.0749189432951096,4,NWS
4-10,0.009999999999999995,296.3997824813158,0.5350346039288529,0.2695320791855605,0.24120616987687604,0.38375757996798315,1.083837259188358,1.1485431375598625,4,NSA
4-11,0.010000008496902812,297.08353572129346,0.5429265929375106,0.16291466981281943,0.24704156432014926,0.38282641272230006,1.0620339289100795,1.030606942274504,4,NES
4-12,0.009999999999999995,294.3764666125918,0.7280806999121169,0.1807649969389078,0.17985396813143137,0.4770164332281335,1.0622766730716557,1.0744191888672172,4,SAM
4-13,0.942706533748152,287.2876759852081,-0.036704215001948086,0.7485287274420874,0.2379498021227962,0.3188459662318776,1.0473778519811447,1.0129507991425062,4,SWS
4-14,0.9231523222319564,291.43756540749877,-0.13933564201010526,0.9014558033678508,0.20055311086017968,0.25547900667648327,1.0595981059380764,0.9066670079946614,4,SES
4-15,0.9518562035357336,281.5819054996021,-0.02870973217448245,0.6063838544818085,0.041386918464705054,0.2394137742982263,1.0427816491742714,1.011919154972261,4,SSA
4-16,0.23175713544529733,279.05198799907714,-0.12856975052143238,0.7596097027842745,0.2283851732476645,0.4167540982569222,1.0840144409296353,0.9421590533777704,4,NEU
4-17,0.009999999999999995,281.5632891943472,0.35195201259648834,0.48662423235468,0.08822634353498081,0.5685154509286574,1.0635154733644645,1.004428612593717,4,WCE
4-18,0.010000006124355287,277.2545102710662,2.554926006703467,-1.5418594006768036,0.07785338935912053,0.87599399087218,1.0572145073768737,0.9890259048489648,4,EEU
4-19,0.010000006425915985,289.6970171421815,-0.12328498275933747,0.9158007409797397,0.08346084416113295,0.26964310061913294,1.0826545965907557,1.0039639865662608,4,MED
4-20,0.009999999999999995,296.46075456247956,0.8040052328134054,0.07625230150169897,0.14677038697876552,0.3726337102497214,1.07552001870716,1.0399948604987697,4,SAH
4-21,0.009999999999999995,297.8798910747537,0.4898877945223241,0.18500195847147458,0.2103400418748109,0.29079182234533263,1.0667384620985128,1.0597975591455382,4,WAF
4-22,0.912886103608236,295.33394043905923,0.11486565474953456,0.620619296467351,0.17673224507190974,0.23849320968122129,1.0558801153055126,1.0182630328073041,4,CAF
4-23,0.8332551213981332,297.1885618948228,0.02836127352887946,0.62418083887148,0.2591169550648685,0.316279366284285,1.0459768621367,1.0070218212156035,4,NEAF
4-24,0.009999999999999995,295.41083105200954,0.6231117573258843,0.0005606202918498893,0.1872266929583805,0.3898980871663192,1.0633331816739064,1.1345661334981851,4,SEAF
4-25,0.010000128579829062,292.74017496490717,0.5589265648986291,0.12678155344754788,0.27998451505152866,0.2742177733754396,1.1091860404585194,1.1315486429549872,4,WSAF
4-26,0.009999999999999995,293.73830782978564,0.2814099056798747,0.48144440182572623,0.2581148882197518,0.34741399715866567,1.0728760546747944,1.1299558318928877,4,ESAF
4-27,0.009999999999999995,296.8169341750537,0.17130254879404924,0.39528022391269957,0.1414023775272143,0.2712364215646796,1.0709434449507003,1.0820535376696423,4,MDG
4-28,0.916063000997358,257.5407519347099,0.7879568179083629,0.849616210832754,0.12723423573894643,0.8361201268397779,1.0730518280336843,0.9912898791998327,4,RAR
